Sale_Date,Model,Segment,Fuel_Type,Transmission,State,Dealer_City,Channel,Units_Sold,Ex_Showroom_Price,Prev_Year_Units
2026-07-09,"Wagon R",Compact,CNG,Automatic,"Uttar Pradesh","Uttar Pradesh City 5",Domestic,133,657136,91
2026-07-25,Swift,Compact,CNG,AMT,Kerala,"Kerala City 4",OEM,12,776345,7
2026-07-23,Celerio,Compact,PETROL,AMT,"Uttar Pradesh","Uttar Pradesh City 4",Export,196,649651,113
2026-07-07,Swift,Compact,PETROL,AMT,"Tamil Nadu","Tamil Nadu City 2",Domestic,218,715456,192
2026-07-02,Ertiga,UV,CNG,Automatic,Rajasthan,"Rajasthan City 4",OEM,75,1127323,46
2026-07-13,"Grand Vitara",UV,PETROL,AMT,"Uttar Pradesh","Uttar Pradesh City 5",Domestic,85,1852689,47
2026-07-20,Baleno,Compact,CNG,Manual,"West Bengal","West Bengal City 4",Domestic,112,875197,77
2026-07-14,Dzire,Compact,PETROL,Manual,Telangana,"Telangana City 2",Domestic,211,665107,130
2026-07-02,Dzire,Compact,PETROL,Automatic,Karnataka,"Karnataka City 1",Domestic,213,793321,157
2026-07-12,"Grand Vitara",UV,PETROL,Automatic,Haryana,"Haryana City 5",Domestic,204,1428433,141
2026-07-21,Eeco,Van,CNG,AMT,Kerala,"Kerala City 5",OEM,108,631267,98
2026-07-28,Baleno,Compact,CNG,AMT,Karnataka,"Karnataka City 2",Domestic,37,803012,30
2026-07-13,Brezza,UV,PETROL,Manual,Gujarat,"Gujarat City 5",Domestic,26,1248783,17
2026-07-28,Ertiga,UV,CNG,Automatic,"Andhra Pradesh","Andhra Pradesh City 3",OEM,118,940839,110
2026-07-31,Eeco,Van,CNG,AMT,Maharashtra,"Maharashtra City 4",Domestic,157,550305,136
2026-07-09,S-Presso,Mini,CNG,Automatic,"Tamil Nadu","Tamil Nadu City 5",OEM,211,521267,140
2026-07-26,eeco,Van,CNG,AMT,"West Bengal","West Bengal City 1",Domestic,25,630565,21
2026-07-04,Eeco,Van,PETROL,AMT,Telangana,"Telangana City 4",Domestic,193,524392,121
2026-07-02,Victoris,UV,PETROL,AMT,"West Bengal","West Bengal City 3",Domestic,97,1104617,86
2026-07-02,Fronx,UV,HYBRID,Automatic,Haryana,"Haryana City 2",Domestic,202,873826,131
2026-07-26,S-Presso,Mini,PETROL,AMT,"Tamil Nadu","Tamil Nadu City 3",OEM,206,541047,179
2026-07-18,Victoris,UV,HYBRID,Manual,Haryana,"Haryana City 2",OEM,94,1389403,79
2026-07-15,Alto,Mini,CNG,Automatic,Karnataka,"Karnataka City 1",OEM,98,482596,66
2026-07-21,Baleno,Compact,PETROL,Manual,"Madhya Pradesh","Madhya Pradesh City 1",Domestic,218,748039,135
2026-07-09,Alto,Mini,CNG,Manual,Haryana,"Haryana City 1",Domestic,58,548819,53
2026-07-20,Celerio,Compact,PETROL,Automatic,"Uttar Pradesh","Uttar Pradesh City 3",Domestic,60,696179,35
2026-07-24,S-Presso,Mini,CNG,Automatic,"West Bengal","West Bengal City 4",Domestic,47,497289,36
2026-07-12,Dzire,Compact,CNG,Automatic,Rajasthan,"Rajasthan City 5",Domestic,149,946065,94
2026-07-17,"Wagon R",Compact,CNG,Manual,Gujarat,"Gujarat City 2",Domestic,85,585688,72
2026-07-09,Baleno,Compact,PETROL,Manual,Gujarat,"Gujarat City 3",Domestic,151,889609,117
2026-07-20,"Grand Vitara",UV,HYBRID,Manual,Punjab,"Punjab City 5",Domestic,25,1948017,14
2026-07-01,"Grand Vitara",UV,HYBRID,Manual,Gujarat,"Gujarat City 5",Domestic,86,1696157,66
2026-07-08,Dzire,Compact,CNG,AMT,Karnataka,"Karnataka City 2",Domestic,26,909484,20
2026-07-13,"Grand Vitara",UV,PETROL,Automatic,Haryana,"Haryana City 5",Domestic,67,1205124,43
2026-07-01,Eeco,Van,CNG,Manual,Rajasthan,"Rajasthan City 5",Domestic,164,539112,119
2026-07-28,Celerio,Compact,PETROL,AMT,Punjab,"Punjab City 1",Domestic,120,683519,67
2026-07-22,Alto,Mini,CNG,,"Andhra Pradesh","Andhra Pradesh City 5",Domestic,70,464648,40
2026-07-22,Baleno,Compact,PETROL,Manual,Gujarat,"Gujarat City 4",Domestic,102,946621,95
2026-07-02,Swift,Compact,CNG,AMT,"West Bengal","West Bengal City 4",Export,45,654816,30
2026-07-27,Alto,Mini,CNG,Manual,Karnataka,"Karnataka City 3",Domestic,173,455982,101
2026-07-20,Baleno,Compact,CNG,Automatic,Karnataka,"Karnataka City 2",Export,40,786068,35
2026-07-06,Baleno,Compact,PETROL,Automatic,"Madhya Pradesh","Madhya Pradesh City 1",Domestic,86,756295,72
2026-07-25,Swift,Compact,PETROL,Manual,Karnataka,"Karnataka City 1",OEM,162,719956,128
2026-07-23,"grand vitara",UV,HYBRID,Manual,Bihar,"Bihar City 4",Domestic,126,1274192,77
2026-07-03,"Wagon R",Compact,CNG,Automatic,"West Bengal","West Bengal City 3",Domestic,68,692081,48
2026-07-23,Eeco,Van,PETROL,Automatic,"Uttar Pradesh","Uttar Pradesh City 4",Domestic,216,635050,122
2026-07-13,Celerio,Compact,CNG,AMT,Karnataka,"Karnataka City 4",Domestic,161,574299,132
2026-07-13,Dzire,Compact,CNG,AMT,Maharashtra,"Maharashtra City 2",Domestic,156,765870,140
2026-07-12,S-Presso,Mini,CNG,Automatic,Telangana,"Telangana City 5",OEM,45,549268,34
2026-07-14,Celerio,Compact,CNG,Automatic,Telangana,"Telangana City 4",Domestic,165,607368,98
2026-07-16,swift,Compact,PETROL,Automatic,Kerala,"Kerala City 4",Domestic,109,765834,63
2026-07-12,Alto,Mini,PETROL,Manual,Kerala,"Kerala City 5",OEM,81,506798,74
2026-07-31,Ertiga,UV,CNG,Manual,"Uttar Pradesh","Uttar Pradesh City 3",Domestic,99,1068673,86
2026-07-07,Fronx,UV,PETROL,Manual,Haryana,"Haryana City 5",Domestic,128,1081137,92
2026-07-26,"Wagon R",Compact,PETROL,Automatic,Gujarat,"Gujarat City 2",Domestic,35,586287,25
2026-07-21,Swift,Compact,CNG,AMT,Telangana,"Telangana City 1",Domestic,81,782825,62
2026-07-30,"Grand Vitara",UV,HYBRID,AMT,Telangana,"Telangana City 1",Export,39,1634884,23
2026-07-24,"grand vitara",UV,HYBRID,Automatic,"Madhya Pradesh","Madhya Pradesh City 1",Domestic,152,1848791,103
2026-07-06,Fronx,UV,PETROL,AMT,Punjab,"Punjab City 3",Export,13,1064685,9
2026-07-07,S-Presso,Mini,CNG,Automatic,Maharashtra,"Maharashtra City 4",OEM,44,499862,30
2026-07-05,Swift,Compact,PETROL,AMT,Delhi,"Delhi City 5",Domestic,6,731521,5
2026-07-25,Celerio,Compact,PETROL,AMT,"Tamil Nadu","Tamil Nadu City 2",Domestic,75,699532,50
2026-07-18,Baleno,Compact,CNG,Manual,Punjab,"Punjab City 3",OEM,67,769797,38
2026-07-13,"Wagon R",Compact,CNG,Automatic,Rajasthan,"Rajasthan City 3",Domestic,214,631943,178
2026-07-04,Ertiga,UV,CNG,Automatic,Kerala,"Kerala City 4",Domestic,64,987332,38
2026-07-03,Ertiga,UV,PETROL,AMT,"West Bengal","West Bengal City 4",Domestic,77,1052774,60
2026-07-19,Dzire,Compact,PETROL,Automatic,"Tamil Nadu","Tamil Nadu City 5",Domestic,128,861230,73
2026-07-03,Victoris,UV,HYBRID,Manual,Haryana,"Haryana City 5",Domestic,88,1632051,51
2026-07-22,Alto,Mini,PETROL,Manual,Bihar,"Bihar City 2",OEM,198,420048,168
2026-07-30,"Grand Vitara",UV,HYBRID,AMT,Punjab,"Punjab City 3",Domestic,154,1138513,122
2026-07-12,S-Presso,Mini,CNG,Manual,"Tamil Nadu","Tamil Nadu City 4",Export,156,553355,124
2026-07-27,Dzire,Compact,PETROL,AMT,Bihar,"Bihar City 2",Domestic,7,697615,5
2026-07-26,Victoris,UV,HYBRID,Automatic,Karnataka,"Karnataka City 4",OEM,113,1628866,99
2026-07-18,Fronx,UV,HYBRID,Manual,Maharashtra,"Maharashtra City 5",Domestic,185,1166482,110
2026-07-17,Fronx,UV,PETROL,Manual,"West Bengal","West Bengal City 1",Export,167,1345389,145
2026-07-12,Eeco,Van,CNG,AMT,Karnataka,"Karnataka City 1",Export,157,618228,105
2026-07-16,s-presso,Mini,PETROL,Automatic,"Uttar Pradesh","Uttar Pradesh City 3",Domestic,38,523655,25
2026-07-23,Swift,Compact,CNG,Manual,Telangana,"Telangana City 5",Domestic,92,672125,86
2026-07-07,Fronx,UV,HYBRID,Manual,Kerala,"Kerala City 3",Domestic,18,955741,13
2026-07-28,Dzire,Compact,PETROL,AMT,"Andhra Pradesh","Andhra Pradesh City 4",Domestic,178,825511,166
2026-07-03,Alto,Mini,CNG,Manual,"Madhya Pradesh","Madhya Pradesh City 1",Export,119,512147,75
2026-07-04,Victoris,UV,PETROL,Manual,Bihar,"Bihar City 5",Domestic,101,1738279,86
2026-07-30,Celerio,Compact,CNG,Automatic,"Andhra Pradesh","Andhra Pradesh City 3",Domestic,46,579397,30
2026-07-20,Dzire,Compact,PETROL,Automatic,,"West Bengal City 1",Domestic,143,886101,91
2026-07-16,"Wagon R",Compact,PETROL,Manual,Kerala,"Kerala City 4",Domestic,43,763515,29
2026-07-18,Swift,Compact,PETROL,AMT,Punjab,"Punjab City 4",Domestic,150,790326,138
2026-07-27,Ertiga,UV,CNG,Automatic,"Tamil Nadu","Tamil Nadu City 2",OEM,15,1071412,12
2026-07-07,Alto,Mini,PETROL,AMT,Delhi,"Delhi City 1",OEM,169,500669,126
2026-07-17,Ertiga,UV,PETROL,Automatic,Haryana,"Haryana City 2",Domestic,14,944234,10
2026-07-26,S-Presso,Mini,CNG,Automatic,Karnataka,"Karnataka City 5",Domestic,214,477874,127
2026-07-22,Fronx,UV,PETROL,AMT,Bihar,"Bihar City 2",Domestic,156,961873,106
2026-07-26,"Grand Vitara",UV,HYBRID,Manual,Maharashtra,"Maharashtra City 4",Domestic,6,1137574,3
2026-07-17,S-Presso,Mini,CNG,Automatic,"Madhya Pradesh","Madhya Pradesh City 2",Domestic,202,504554,133
2026-07-12,celerio,Compact,PETROL,AMT,Gujarat,"Gujarat City 3",OEM,211,678789,119
2026-07-19,Baleno,Compact,CNG,Manual,Punjab,"Punjab City 3",Domestic,204,737741,138
2026-07-07,Fronx,UV,HYBRID,Manual,Delhi,"Delhi City 3",Domestic,122,983586,97
2026-07-28,Swift,Compact,PETROL,AMT,Delhi,"Delhi City 5",Domestic,156,898054,95
2026-07-15,Fronx,UV,PETROL,AMT,"West Bengal","West Bengal City 2",Export,108,973929,93
2026-07-25,Celerio,Compact,PETROL,Automatic,"Uttar Pradesh","Uttar Pradesh City 5",Domestic,193,574368,145
2026-07-18,Victoris,UV,PETROL,Manual,Rajasthan,"Rajasthan City 2",OEM,34,1730566,25
2026-07-02,S-Presso,Mini,CNG,AMT,"West Bengal","West Bengal City 4",OEM,139,482167,102
2026-07-03,Swift,Compact,CNG,Manual,"Uttar Pradesh","Uttar Pradesh City 4",Domestic,78,670171,46
2026-07-30,"wagon r",Compact,CNG,AMT,Delhi,"Delhi City 4",Export,170,585631,113
2026-07-16,Fronx,UV,HYBRID,AMT,Gujarat,"Gujarat City 5",Domestic,207,1101383,128
2026-07-06,Victoris,UV,HYBRID,Manual,Karnataka,"Karnataka City 2",Domestic,65,1172596,36
2026-07-15,Brezza,UV,PETROL,Automatic,Gujarat,"Gujarat City 1",Domestic,108,1363676,92
2026-07-31,Eeco,Van,PETROL,Automatic,Punjab,"Punjab City 4",Domestic,181,534721,152
2026-07-21,Swift,Compact,PETROL,AMT,"Tamil Nadu","Tamil Nadu City 1",Domestic,142,872678,103
2026-07-13,"Wagon R",Compact,CNG,AMT,Delhi,"Delhi City 3",Domestic,77,670418,53
2026-07-09,Dzire,Compact,PETROL,Automatic,"West Bengal","West Bengal City 5",Domestic,56,757520,49
2026-07-01,"Wagon R",Compact,CNG,AMT,Kerala,"Kerala City 4",Domestic,172,754565,156
2026-07-12,Fronx,UV,HYBRID,Automatic,Delhi,"Delhi City 3",Export,180,1279164,169
2026-07-12,"Wagon R",Compact,PETROL,AMT,Rajasthan,"Rajasthan City 4",Export,96,592770,63
2026-07-11,"grand vitara",UV,HYBRID,AMT,Kerala,"Kerala City 3",Domestic,141,1738222,97
2026-07-08,Swift,Compact,PETROL,AMT,"West Bengal","West Bengal City 1",Domestic,214,684401,196
2026-07-10,Alto,Mini,PETROL,,Karnataka,"Karnataka City 2",Export,63,500590,37
2026-07-02,Eeco,Van,PETROL,AMT,"Uttar Pradesh","Uttar Pradesh City 3",Domestic,21,559537,17
2026-07-31,Celerio,Compact,CNG,AMT,Karnataka,"Karnataka City 5",Export,161,623392,121
2026-07-24,S-Presso,Mini,PETROL,Automatic,Bihar,"Bihar City 4",Domestic,183,498529,132
2026-07-04,Brezza,UV,PETROL,AMT,Telangana,"Telangana City 3",Export,78,882581,45
2026-07-28,Dzire,Compact,PETROL,Manual,"Andhra Pradesh","Andhra Pradesh City 4",Export,99,754003,54
2026-07-04,Victoris,UV,PETROL,Manual,Rajasthan,"Rajasthan City 2",Domestic,56,1673861,49
2026-07-21,Dzire,Compact,CNG,AMT,Kerala,"Kerala City 5",Domestic,129,928128,85
2026-07-22,Alto,Mini,PETROL,AMT,Haryana,"Haryana City 3",Domestic,82,445253,70
2026-07-28,Brezza,UV,PETROL,Manual,Delhi,"Delhi City 1",Domestic,120,1169839,106
2026-07-23,Dzire,Compact,CNG,Manual,Haryana,"Haryana City 4",Export,146,942796,113
2026-07-10,Baleno,Compact,PETROL,Manual,Haryana,"Haryana City 1",Domestic,219,872104,151
2026-07-08,Swift,Compact,PETROL,Automatic,Gujarat,"Gujarat City 5",Domestic,181,667170,162
2026-07-23,Ertiga,UV,PETROL,AMT,Delhi,"Delhi City 5",Domestic,87,1170175,51
2026-07-14,Swift,Compact,CNG,Automatic,Bihar,"Bihar City 1",OEM,59,725328,38
2026-07-03,Fronx,UV,HYBRID,AMT,"Tamil Nadu","Tamil Nadu City 3",Domestic,171,1096509,128
2026-07-01,"Grand Vitara",UV,PETROL,Automatic,"West Bengal","West Bengal City 2",Export,215,1908261,198
2026-07-12,Ertiga,UV,PETROL,Manual,Karnataka,"Karnataka City 3",Domestic,110,1037066,98
2026-07-05,Swift,Compact,PETROL,Manual,Telangana,"Telangana City 3",Domestic,129,796754,122
2026-07-28,Alto,Mini,CNG,Manual,Maharashtra,"Maharashtra City 1",Domestic,159,498113,142
2026-07-17,S-Presso,Mini,CNG,AMT,"Andhra Pradesh","Andhra Pradesh City 1",Domestic,158,482054,135
2026-07-09,Ertiga,UV,CNG,AMT,Bihar,"Bihar City 5",Domestic,130,1149691,90
2026-07-27,Celerio,Compact,PETROL,Automatic,"Andhra Pradesh","Andhra Pradesh City 5",Domestic,220,733597,191
2026-07-04,Brezza,UV,PETROL,AMT,Delhi,"Delhi City 1",Domestic,70,1155504,41
2026-07-09,S-Presso,Mini,CNG,AMT,Punjab,"Punjab City 4",Domestic,188,560720,169
2026-07-01,Eeco,Van,PETROL,Automatic,Kerala,"Kerala City 2",Export,118,623680,95
2026-07-25,"Wagon R",Compact,CNG,AMT,"West Bengal","West Bengal City 4",Export,39,648335,24
2026-07-08,Alto,Mini,PETROL,Automatic,Kerala,"Kerala City 5",Export,63,443324,59
2026-07-19,S-Presso,Mini,PETROL,Automatic,"Madhya Pradesh","Madhya Pradesh City 4",Domestic,216,579538,129
2026-07-23,dzire,Compact,PETROL,Automatic,Delhi,"Delhi City 4",Export,157,794336,90
2026-07-24,Eeco,Van,PETROL,Manual,Gujarat,"Gujarat City 5",OEM,102,559650,95
2026-07-05,S-Presso,Mini,CNG,Automatic,"Madhya Pradesh","Madhya Pradesh City 4",Domestic,71,480629,47
2026-07-30,Celerio,Compact,CNG,AMT,"Andhra Pradesh","Andhra Pradesh City 2",Domestic,193,688784,165
2026-07-06,Victoris,UV,HYBRID,AMT,"Uttar Pradesh","Uttar Pradesh City 4",Domestic,118,1423838,111
2026-07-06,Victoris,UV,HYBRID,Automatic,"Andhra Pradesh","Andhra Pradesh City 5",Domestic,154,1054326,117
2026-07-04,Dzire,Compact,CNG,,"Andhra Pradesh","Andhra Pradesh City 1",Domestic,44,675138,25
2026-07-11,victoris,UV,PETROL,Manual,Bihar,"Bihar City 1",Export,77,1388869,66
2026-07-28,Swift,Compact,PETROL,AMT,Telangana,"Telangana City 4",Domestic,170,847278,158
2026-07-27,Baleno,Compact,PETROL,AMT,"West Bengal","West Bengal City 4",Domestic,73,901810,42
2026-07-22,Victoris,UV,PETROL,AMT,"Madhya Pradesh","Madhya Pradesh City 5",Domestic,79,1540963,57
2026-07-30,Alto,Mini,PETROL,Automatic,Delhi,"Delhi City 4",Domestic,123,486422,85
2026-07-29,Victoris,UV,HYBRID,AMT,Haryana,"Haryana City 4",Export,120,1704112,104
2026-07-18,Alto,Mini,PETROL,AMT,"Uttar Pradesh","Uttar Pradesh City 1",Domestic,172,545074,126
2026-07-23,"Grand Vitara",UV,HYBRID,AMT,"Uttar Pradesh","Uttar Pradesh City 2",Domestic,8,1330070,4
2026-07-18,Swift,Compact,PETROL,,Telangana,"Telangana City 4",Domestic,126,760593,70
2026-07-27,Dzire,Compact,PETROL,AMT,Maharashtra,"Maharashtra City 1",Export,187,886381,176
2026-07-22,Ertiga,UV,PETROL,Automatic,Maharashtra,"Maharashtra City 5",Domestic,113,1172201,76
2026-07-06,Celerio,Compact,PETROL,AMT,Rajasthan,"Rajasthan City 4",Domestic,134,617593,105
2026-07-27,"Grand Vitara",UV,HYBRID,AMT,Telangana,"Telangana City 2",OEM,58,1426177,47
2026-07-07,brezza,UV,PETROL,Manual,Rajasthan,"Rajasthan City 3",Domestic,178,1006309,110
2026-07-12,eeco,Van,PETROL,Automatic,Gujarat,"Gujarat City 2",Export,136,599205,111
2026-07-28,S-Presso,Mini,PETROL,Automatic,"Uttar Pradesh","Uttar Pradesh City 2",Export,35,503840,32
2026-07-04,Swift,Compact,CNG,AMT,Telangana,"Telangana City 1",Domestic,218,862112,161
2026-07-14,Eeco,Van,PETROL,,Telangana,"Telangana City 4",Domestic,109,637711,79
2026-07-11,Dzire,Compact,PETROL,AMT,Maharashtra,"Maharashtra City 4",Domestic,174,739142,158
2026-07-28,Celerio,Compact,CNG,AMT,Maharashtra,"Maharashtra City 3",OEM,161,598498,133
2026-07-25,Swift,Compact,CNG,Manual,Maharashtra,"Maharashtra City 5",Domestic,104,840080,87
2026-07-29,Eeco,Van,CNG,Manual,Bihar,"Bihar City 3",Export,113,586227,67
2026-07-01,Ertiga,UV,CNG,Manual,Telangana,"Telangana City 5",OEM,187,1199118,152
2026-07-04,Baleno,Compact,PETROL,AMT,"West Bengal","West Bengal City 1",Domestic,187,903185,164
2026-07-25,Dzire,Compact,CNG,Automatic,"West Bengal","West Bengal City 4",Domestic,181,916660,152
2026-07-07,Ertiga,UV,CNG,Manual,Punjab,"Punjab City 2",OEM,99,932267,78
2026-07-01,Eeco,Van,PETROL,Manual,Telangana,"Telangana City 5",Domestic,17,637211,11
2026-07-19,Ertiga,UV,CNG,AMT,"West Bengal","West Bengal City 5",Domestic,200,942625,150
2026-07-29,dzire,Compact,CNG,Automatic,Maharashtra,"Maharashtra City 4",Export,76,706415,68
2026-07-18,Fronx,UV,PETROL,Automatic,"Madhya Pradesh","Madhya Pradesh City 2",Domestic,133,799570,79
2026-07-20,Baleno,Compact,CNG,Automatic,Maharashtra,"Maharashtra City 4",Domestic,92,909122,57
2026-07-03,"wagon r",Compact,CNG,AMT,Kerala,"Kerala City 2",Domestic,162,665273,100
2026-07-04,Swift,Compact,PETROL,AMT,Haryana,"Haryana City 4",Domestic,26,871846,20
2026-07-02,Alto,Mini,CNG,Automatic,Gujarat,"Gujarat City 2",Domestic,20,546402,13
2026-07-19,S-Presso,Mini,CNG,Manual,Delhi,"Delhi City 1",Domestic,190,595877,180
2026-07-09,Swift,Compact,CNG,AMT,"Tamil Nadu","Tamil Nadu City 4",OEM,89,654161,81
2026-07-25,Dzire,Compact,PETROL,Automatic,Kerala,"Kerala City 1",OEM,12,893400,9
2026-07-12,Swift,Compact,CNG,Manual,"Tamil Nadu","Tamil Nadu City 1",Domestic,179,891539,149
2026-07-29,Victoris,UV,PETROL,Manual,"Tamil Nadu","Tamil Nadu City 4",Domestic,76,1646746,57
2026-07-09,Fronx,UV,PETROL,,Punjab,"Punjab City 3",Domestic,178,804240,168
2026-07-03,fronx,UV,PETROL,,"Tamil Nadu","Tamil Nadu City 4",Domestic,68,986440,41
2026-07-08,S-Presso,Mini,CNG,Manual,Rajasthan,"Rajasthan City 1",Domestic,138,512060,127
2026-07-28,Victoris,UV,PETROL,Manual,Maharashtra,"Maharashtra City 4",Domestic,82,1690405,65
2026-07-26,"Grand Vitara",UV,PETROL,AMT,Delhi,"Delhi City 4",Domestic,163,1779310,96
2026-07-26,Swift,Compact,PETROL,Automatic,"Madhya Pradesh","Madhya Pradesh City 3",Domestic,112,776195,94
2026-07-19,Brezza,UV,PETROL,Manual,"West Bengal","West Bengal City 3",OEM,92,1145202,64
2026-07-07,"Grand Vitara",UV,PETROL,Manual,Rajasthan,"Rajasthan City 2",Export,126,1858531,104
2026-07-26,Alto,Mini,CNG,Manual,"Andhra Pradesh","Andhra Pradesh City 1",Export,62,480364,45
2026-07-12,Alto,Mini,PETROL,AMT,Maharashtra,"Maharashtra City 5",Domestic,41,496172,29
2026-07-11,Brezza,UV,PETROL,Manual,"Tamil Nadu","Tamil Nadu City 1",Domestic,220,1114505,201
2026-07-12,"Grand Vitara",UV,PETROL,Automatic,Telangana,"Telangana City 5",Domestic,187,1198553,111
2026-07-20,Fronx,UV,PETROL,Automatic,Gujarat,"Gujarat City 2",Domestic,68,835846,54
2026-07-03,"Wagon R",Compact,CNG,Automatic,Telangana,"Telangana City 5",Domestic,132,716024,97
2026-07-21,Alto,Mini,PETROL,Manual,"Andhra Pradesh","Andhra Pradesh City 2",Domestic,65,523782,41
2026-07-12,Swift,Compact,PETROL,AMT,"Madhya Pradesh","Madhya Pradesh City 5",Domestic,114,768266,84
2026-07-10,Brezza,UV,PETROL,AMT,"Andhra Pradesh","Andhra Pradesh City 2",Domestic,35,914814,24
2026-07-05,Eeco,Van,CNG,Manual,Telangana,"Telangana City 3",Domestic,215,565433,185
2026-07-08,Swift,Compact,PETROL,AMT,"Tamil Nadu","Tamil Nadu City 5",OEM,206,794864,175
