Sale_Date,Model,Segment,Fuel_Type,Transmission,State,Dealer_City,Channel,Units_Sold,Ex_Showroom_Price,Prev_Year_Units
07-07-2026,Grand Vitara,UV,Hybrid,Manual,Maharashtra,Maharashtra City 5,OEM,137,1862377,88
13-07-2026,Fronx,UV,Petrol,Automatic,Maharashtra,Maharashtra City 1,Domestic,145,1078313,121
09-07-2026,Wagon R,Compact,CNG,Automatic,Uttar Pradesh,Uttar Pradesh City 5,Domestic,133,657136,91
25-07-2026,Swift,Compact,CNG,AMT,Kerala,Kerala City 4,OEM,12,776345,7
23-07-2026,Celerio,Compact,Petrol,AMT,Uttar Pradesh,Uttar Pradesh City 4,Export,196,649651,113
07-07-2026,Swift,Compact,Petrol,AMT,Tamil Nadu,Tamil Nadu City 2,Domestic,218,715456,192
02-07-2026,Ertiga,UV,CNG,Automatic,Rajasthan,Rajasthan City 4,OEM,75,1127323,46
13-Jul-26,Grand Vitara,UV,Petrol,AMT,Uttar Pradesh,Uttar Pradesh City 5,Domestic,85,1852689,47
20-07-2026,Baleno,Compact,cng,Manual,West Bengal,West Bengal City 4,Domestic,112,875197,77
14-07-2026,Dzire,Compact,Petrol,Manual,Telangana,Telangana City 2,Domestic,211,665107,130
02-Jul-26,Dzire,Compact,Petrol,Automatic,Karnataka,Karnataka City 1,Domestic,213,793321,157
12-Jul-26,Grand Vitara,UV,Petrol,Automatic,Haryana,Haryana City 5,Domestic,204,1428433,141
21-07-2026,Eeco,Van,CNG,AMT,Kerala,Kerala City 5,OEM,108,631267,98
28-Jul-26,Baleno,Compact,CNG,AMT,Karnataka,Karnataka City 2,Domestic,37,803012,30
13-07-2026,Brezza,UV,petrol,Manual,Gujarat,Gujarat City 5,Domestic,26,1248783,17
28-Jul-26,Ertiga,UV,CNG,Automatic,Andhra Pradesh,Andhra Pradesh City 3,OEM,118,940839,110
30-07-2026, Baleno  ,Compact,CNG,Automatic,Tamil Nadu,Tamil Nadu City 1,Domestic,,871775,59
31-07-2026,Eeco,Van,CNG,AMT,Maharashtra,Maharashtra City 4,Domestic,157,550305,136
09-Jul-26,S-Presso,Mini,CNG,Automatic,Tamil Nadu,Tamil Nadu City 5,OEM,211,521267,140
23-07-2026,Fronx,UV,HYBRID,Manual,Rajasthan,Rajasthan City 1,Domestic,17,,9
26-07-2026,eeco,Van,cng,AMT,West Bengal,West Bengal City 1,Domestic,25,630565,21
04-Jul-26,Eeco,Van,Petrol,AMT,Telangana,Telangana City 4,Domestic,193,524392,121
02-07-2026,Victoris,UV,PETROL,AMT,West Bengal,West Bengal City 3,Domestic,97,1104617,86
02-07-2026,Fronx,UV,Hybrid,Automatic,Haryana,Haryana City 2,Domestic,202,873826,131
26-07-2026, S-Presso  ,Mini,Petrol,AMT,Tamil Nadu,Tamil Nadu City 3,OEM,206,541047,179
18-07-2026,Victoris,UV,Hybrid,Manual,Haryana,Haryana City 2,OEM,94,1389403,79
15-07-2026,Alto,Mini,CNG,Automatic,Karnataka,Karnataka City 1,OEM,98,482596,66
21-07-2026,Baleno,Compact,petrol,Manual,Madhya Pradesh,Madhya Pradesh City 1,Domestic,218,748039,135
09-07-2026,Alto,Mini,CNG,Manual,Haryana,Haryana City 1,Domestic,58,548819,53
20-Jul-26,Celerio,Compact,Petrol,Automatic,Uttar Pradesh,Uttar Pradesh City 3,Domestic,60,696179,35
24-07-2026,S-Presso,Mini,CNG,Automatic,West Bengal,West Bengal City 4,Domestic,47,497289,36
12-07-2026,Dzire,Compact,CNG,Automatic,Rajasthan,Rajasthan City 5,Domestic,149,946065,94
17-Jul-26,Wagon R,Compact,CNG,Manual,Gujarat,Gujarat City 2,Domestic,85,585688,72
09-07-2026,Baleno,Compact,Petrol,Manual,Gujarat,Gujarat City 3,Domestic,151,889609,117
20-07-2026,Grand Vitara,UV,Hybrid,Manual,Punjab,Punjab City 5,Domestic,25,1948017,14
01-07-2026,Grand Vitara,UV,hybrid,Manual,Gujarat,Gujarat City 5,Domestic,86,1696157,66
08-07-2026,Dzire,Compact,CNG,AMT,Karnataka,Karnataka City 2,Domestic,26,909484,20
13-07-2026,Grand Vitara,UV,petrol,Automatic,Haryana,Haryana City 5,Domestic,67,1205124,43
01-07-2026,Eeco,Van,CNG,Manual,Rajasthan,Rajasthan City 5,Domestic,164,539112,119
28-07-2026,Celerio,Compact,Petrol,AMT,Punjab,Punjab City 1,Domestic,120,683519,67
22-07-2026,Alto,Mini,cng,,Andhra Pradesh,Andhra Pradesh City 5,Domestic,70,464648,40
22-07-2026,Baleno,Compact,Petrol,Manual,Gujarat,Gujarat City 4,Domestic,102,946621,95
02-07-2026,Swift,Compact,CNG,AMT,West Bengal,West Bengal City 4,Export,45,654816,30
27-07-2026,Alto,Mini,CNG,Manual,Karnataka,Karnataka City 3,Domestic,173,455982,101
20-07-2026,Baleno,Compact,CNG,Automatic,Karnataka,Karnataka City 2,Export,40,786068,35
06-07-2026,Baleno,Compact,Petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 1,Domestic,86,756295,72
25-07-2026,Swift,Compact,Petrol,Manual,Karnataka,Karnataka City 1,OEM,162,719956,128
23-07-2026,grand vitara,UV,hybrid,Manual,Bihar,Bihar City 4,Domestic,126,1274192,77
03-07-2026,Wagon R,Compact,CNG,Automatic,West Bengal,West Bengal City 3,Domestic,68,692081,48
23-07-2026,Eeco,Van,Petrol,Automatic,Uttar Pradesh,Uttar Pradesh City 4,Domestic,216,635050,122
13-07-2026,Celerio,Compact,cng,AMT,Karnataka,Karnataka City 4,Domestic,161,574299,132
13-07-2026,Dzire,Compact,CNG,AMT,Maharashtra,Maharashtra City 2,Domestic,156,765870,140
12-07-2026,S-Presso,Mini,CNG,Automatic,Telangana,Telangana City 5,OEM,45,549268,34
14-07-2026, Celerio  ,Compact,CNG,Automatic,Telangana,Telangana City 4,Domestic,165,607368,98
16-07-2026,swift,Compact,Petrol,Automatic,Kerala,Kerala City 4,Domestic,109,765834,63
12-07-2026,Alto,Mini,Petrol,Manual,Kerala,Kerala City 5,OEM,81,506798,74
31-07-2026,Ertiga,UV,CNG,Manual,Uttar Pradesh,Uttar Pradesh City 3,Domestic,99,1068673,86
07-07-2026,Fronx,UV,Petrol,Manual,Haryana,Haryana City 5,Domestic,128,1081137,92
26-07-2026,Wagon R,Compact,Petrol,Automatic,Gujarat,Gujarat City 2,Domestic,35,586287,25
21-07-2026,Swift,Compact,CNG,AMT,Telangana,Telangana City 1,Domestic,81,782825,62
30-07-2026,Grand Vitara,UV,Hybrid,AMT,Telangana,Telangana City 1,Export,39,1634884,23
24-07-2026,grand vitara,UV,Hybrid,Automatic,Madhya Pradesh,Madhya Pradesh City 1,Domestic,152,1848791,103
06-07-2026,Fronx,UV,Petrol,AMT,Punjab,Punjab City 3,Export,13,1064685,9
07-07-2026,S-Presso,Mini,CNG,Automatic,Maharashtra,Maharashtra City 4,OEM,44,499862,30
05-Jul-26,Swift,Compact,Petrol,AMT,Delhi,Delhi City 5,Domestic,6,731521,5
25-07-2026,Celerio,Compact,Petrol,AMT,Tamil Nadu,Tamil Nadu City 2,Domestic,75,699532,50
18-07-2026,Baleno,Compact,CNG,Manual,Punjab,Punjab City 3,OEM,67,769797,38
13-Jul-26,Wagon R,Compact,CNG,Automatic,Rajasthan,Rajasthan City 3,Domestic,214,631943,178
04-07-2026,Ertiga,UV,CNG,Automatic,Kerala,Kerala City 4,Domestic,64,987332,38
03-07-2026,Ertiga,UV,Petrol,AMT,West Bengal,West Bengal City 4,Domestic,77,1052774,60
19-07-2026,Dzire,Compact,Petrol,Automatic,Tamil Nadu,Tamil Nadu City 5,Domestic,128,861230,73
03-07-2026,Victoris,UV,hybrid,Manual,Haryana,Haryana City 5,Domestic,88,1632051,51
22-Jul-26,Alto,Mini,Petrol,Manual,Bihar,Bihar City 2,OEM,198,420048,168
30-07-2026,Grand Vitara,UV,Hybrid,AMT,Punjab,Punjab City 3,Domestic,154,1138513,122
12-Jul-26,S-Presso,Mini,CNG,Manual,Tamil Nadu,Tamil Nadu City 4,Export,156,553355,124
27-07-2026,Dzire,Compact,Petrol,AMT,Bihar,Bihar City 2,Domestic,7,697615,5
26-07-2026,Victoris,UV,Hybrid,Automatic,Karnataka,Karnataka City 4,OEM,113,1628866,99
18-07-2026,Fronx,UV,Hybrid,Manual,Maharashtra,Maharashtra City 5,Domestic,185,1166482,110
17-07-2026,Fronx,UV,PETROL,Manual,West Bengal,West Bengal City 1,Export,167,1345389,145
12-07-2026,Eeco,Van,CNG,AMT,Karnataka,Karnataka City 1,Export,157,618228,105
16-07-2026,s-presso,Mini,Petrol,Automatic,Uttar Pradesh,Uttar Pradesh City 3,Domestic,38,523655,25
23-07-2026,Swift,Compact,CNG,Manual,Telangana,Telangana City 5,Domestic,92,672125,86
07-07-2026,Fronx,UV,Hybrid,Manual,Kerala,Kerala City 3,Domestic,18,955741,13
28-Jul-26,Dzire,Compact,Petrol,AMT,Andhra Pradesh,Andhra Pradesh City 4,Domestic,178,825511,166
09-Jul-26,Celerio,Compact,Petrol,AMT,,Kerala City 5,Domestic,,737023,104
03-07-2026, Alto  ,Mini,CNG,Manual,Madhya Pradesh,Madhya Pradesh City 1,Export,119,512147,75
04-Jul-26,Victoris,UV,Petrol,Manual,Bihar,Bihar City 5,Domestic,101,1738279,86
30-07-2026,Celerio,Compact,cng,Automatic,Andhra Pradesh,Andhra Pradesh City 3,Domestic,46,579397,30
20-Jul-26,Dzire,Compact,PETROL,Automatic,,West Bengal City 1,Domestic,143,886101,91
16-07-2026,Wagon R,Compact,Petrol,Manual,Kerala,Kerala City 4,Domestic,43,763515,29
18-07-2026,Swift,Compact,petrol,AMT,Punjab,Punjab City 4,Domestic,150,790326,138
27-07-2026,Ertiga,UV,CNG,Automatic,Tamil Nadu,Tamil Nadu City 2,OEM,15,1071412,12
07-07-2026, Alto  ,Mini,Petrol,AMT,Delhi,Delhi City 1,OEM,169,500669,126
17-07-2026,Ertiga,UV,petrol,Automatic,Haryana,Haryana City 2,Domestic,14,944234,10
26-07-2026,S-Presso,Mini,CNG,Automatic,Karnataka,Karnataka City 5,Domestic,214,477874,127
22-07-2026,Fronx,UV,Petrol,AMT,Bihar,Bihar City 2,Domestic,156,961873,106
26-07-2026,Grand Vitara,UV,Hybrid,Manual,Maharashtra,Maharashtra City 4,Domestic,6,1137574,3
09-Jul-26,Brezza,UV,CNG,AMT,Tamil Nadu,Tamil Nadu City 2,OEM,182,,143
17-07-2026,S-Presso,Mini,CNG,Automatic,Madhya Pradesh,Madhya Pradesh City 2,Domestic,202,504554,133
12-Jul-26,celerio,Compact,PETROL,AMT,Gujarat,Gujarat City 3,OEM,211,678789,119
19-07-2026,Baleno,Compact,CNG,Manual,Punjab,Punjab City 3,Domestic,204,737741,138
07-07-2026,Fronx,UV,Hybrid,Manual,Delhi,Delhi City 3,Domestic,122,983586,97
11-07-2026,Swift,Compact,CNG,Automatic,Karnataka,Karnataka City 5,Domestic,,794901,135
28-07-2026,Swift,Compact,petrol,AMT,Delhi,Delhi City 5,Domestic,156,898054,95
26-Jul-26,Eeco,Van,Petrol,AMT,West Bengal,West Bengal City 2,Domestic,147,,81
15-07-2026,Fronx,UV,petrol,AMT,West Bengal,West Bengal City 2,Export,108,973929,93
25-Jul-26,Celerio,Compact,Petrol,Automatic,Uttar Pradesh,Uttar Pradesh City 5,Domestic,193,574368,145
18-07-2026,Victoris,UV,Petrol,Manual,Rajasthan,Rajasthan City 2,OEM,34,1730566,25
02-07-2026,S-Presso,Mini,CNG,AMT,West Bengal,West Bengal City 4,OEM,139,482167,102
03-07-2026,Swift,Compact,CNG,Manual,Uttar Pradesh,Uttar Pradesh City 4,Domestic,78,670171,46
30-07-2026,wagon r,Compact,CNG,AMT,Delhi,Delhi City 4,Export,170,585631,113
16-07-2026,Fronx,UV,Hybrid,AMT,Gujarat,Gujarat City 5,Domestic,207,1101383,128
06-07-2026,Victoris,UV,Hybrid,Manual,Karnataka,Karnataka City 2,Domestic,65,1172596,36
15-07-2026,Brezza,UV,Petrol,Automatic,Gujarat,Gujarat City 1,Domestic,108,1363676,92
31-07-2026,Eeco,Van,Petrol,Automatic,Punjab,Punjab City 4,Domestic,181,534721,152
21-Jul-26,Swift,Compact,Petrol,AMT,Tamil Nadu,Tamil Nadu City 1,Domestic,142,872678,103
13-07-2026,Wagon R,Compact,CNG,AMT,Delhi,Delhi City 3,Domestic,77,670418,53
29-07-2026,Dzire,Compact,CNG,Manual,Bihar,Bihar City 5,OEM,,735308,17
09-07-2026, Dzire  ,Compact,Petrol,Automatic,West Bengal,West Bengal City 5,Domestic,56,757520,49
01-07-2026,Wagon R,Compact,CNG,AMT,Kerala,Kerala City 4,Domestic,172,754565,156
12-07-2026,Fronx,UV,hybrid,Automatic,Delhi,Delhi City 3,Export,180,1279164,169
12-07-2026,Wagon R,Compact,Petrol,AMT,Rajasthan,Rajasthan City 4,Export,96,592770,63
11-07-2026,grand vitara,UV,Hybrid,AMT,Kerala,Kerala City 3,Domestic,141,1738222,97
08-07-2026,Swift,Compact,petrol,AMT,West Bengal,West Bengal City 1,Domestic,214,684401,196
10-07-2026,Alto,Mini,Petrol,,Karnataka,Karnataka City 2,Export,63,500590,37
02-07-2026,Eeco,Van,Petrol,AMT,Uttar Pradesh,Uttar Pradesh City 3,Domestic,21,559537,17
31-07-2026,Celerio,Compact,cng,AMT,Karnataka,Karnataka City 5,Export,161,623392,121
24-07-2026,S-Presso,Mini,Petrol,Automatic,Bihar,Bihar City 4,Domestic,183,498529,132
04-07-2026,Brezza,UV,Petrol,AMT,Telangana,Telangana City 3,Export,78,882581,45
28-Jul-26,Dzire,Compact,Petrol,Manual,Andhra Pradesh,Andhra Pradesh City 4,Export,99,754003,54
04-07-2026,Victoris,UV,Petrol,Manual,Rajasthan,Rajasthan City 2,Domestic,56,1673861,49
21-07-2026,Dzire,Compact,CNG,AMT,Kerala,Kerala City 5,Domestic,129,928128,85
22-Jul-26,Alto,Mini,Petrol,AMT,Haryana,Haryana City 3,Domestic,82,445253,70
28-07-2026, Brezza  ,UV,Petrol,Manual,Delhi,Delhi City 1,Domestic,120,1169839,106
23-07-2026,Dzire,Compact,cng,Manual,Haryana,Haryana City 4,Export,146,942796,113
10-Jul-26,Baleno,Compact,Petrol,Manual,Haryana,Haryana City 1,Domestic,219,872104,151
08-07-2026, Swift  ,Compact,Petrol,Automatic,Gujarat,Gujarat City 5,Domestic,181,667170,162
23-07-2026,Ertiga,UV,Petrol,AMT,Delhi,Delhi City 5,Domestic,87,1170175,51
14-07-2026,Swift,Compact,CNG,Automatic,Bihar,Bihar City 1,OEM,59,725328,38
03-07-2026,Fronx,UV,Hybrid,AMT,Tamil Nadu,Tamil Nadu City 3,Domestic,171,1096509,128
01-07-2026,Grand Vitara,UV,Petrol,Automatic,West Bengal,West Bengal City 2,Export,215,1908261,198
12-07-2026,Ertiga,UV,Petrol,Manual,Karnataka,Karnataka City 3,Domestic,110,1037066,98
05-07-2026, Swift  ,Compact,Petrol,Manual,Telangana,Telangana City 3,Domestic,129,796754,122
28-07-2026,Alto,Mini,CNG,Manual,Maharashtra,Maharashtra City 1,Domestic,159,498113,142
17-07-2026,S-Presso,Mini,CNG,AMT,Andhra Pradesh,Andhra Pradesh City 1,Domestic,158,482054,135
09-07-2026,Ertiga,UV,CNG,AMT,Bihar,Bihar City 5,Domestic,130,1149691,90
27-07-2026,Celerio,Compact,Petrol,Automatic,Andhra Pradesh,Andhra Pradesh City 5,Domestic,220,733597,191
04-07-2026,Brezza,UV,Petrol,AMT,Delhi,Delhi City 1,Domestic,70,1155504,41
09-07-2026,S-Presso,Mini,CNG,AMT,Punjab,Punjab City 4,Domestic,188,560720,169
01-07-2026,Eeco,Van,Petrol,Automatic,Kerala,Kerala City 2,Export,118,623680,95
25-07-2026,Wagon R,Compact,CNG,AMT,West Bengal,West Bengal City 4,Export,39,648335,24
08-07-2026,Alto,Mini,petrol,Automatic,Kerala,Kerala City 5,Export,63,443324,59
19-Jul-26,S-Presso,Mini,Petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 4,Domestic,216,579538,129
07-07-2026,Celerio,Compact,Petrol,AMT,Karnataka,Karnataka City 4,Domestic,12,,11
23-07-2026,dzire,Compact,Petrol,Automatic,Delhi,Delhi City 4,Export,157,794336,90
24-Jul-26,Eeco,Van,Petrol,Manual,Gujarat,Gujarat City 5,OEM,102,559650,95
05-07-2026,S-Presso,Mini,CNG,Automatic,Madhya Pradesh,Madhya Pradesh City 4,Domestic,71,480629,47
30-07-2026,Celerio,Compact,CNG,AMT,Andhra Pradesh,Andhra Pradesh City 2,Domestic,193,688784,165
06-07-2026,Victoris,UV,Hybrid,AMT,Uttar Pradesh,Uttar Pradesh City 4,Domestic,118,1423838,111
06-07-2026,Victoris,UV,Hybrid,Automatic,Andhra Pradesh,Andhra Pradesh City 5,Domestic,154,1054326,117
04-Jul-26,Dzire,Compact,CNG,,Andhra Pradesh,Andhra Pradesh City 1,Domestic,44,675138,25
11-Jul-26,victoris,UV,Petrol,Manual,Bihar,Bihar City 1,Export,77,1388869,66
28-07-2026,Swift,Compact,Petrol,AMT,Telangana,Telangana City 4,Domestic,170,847278,158
27-07-2026,Baleno,Compact,Petrol,AMT,West Bengal,West Bengal City 4,Domestic,73,901810,42
22-07-2026,Victoris,UV,Petrol,AMT,Madhya Pradesh,Madhya Pradesh City 5,Domestic,79,1540963,57
30-07-2026,Alto,Mini,petrol,Automatic,Delhi,Delhi City 4,Domestic,123,486422,85
29-07-2026,Victoris,UV,Hybrid,AMT,Haryana,Haryana City 4,Export,120,1704112,104
18-07-2026,Alto,Mini,Petrol,AMT,Uttar Pradesh,Uttar Pradesh City 1,Domestic,172,545074,126
23-07-2026,Grand Vitara,UV,hybrid,AMT,Uttar Pradesh,Uttar Pradesh City 2,Domestic,8,1330070,4
18-07-2026,Swift,Compact,Petrol,,Telangana,Telangana City 4,Domestic,126,760593,70
27-07-2026,Dzire,Compact,Petrol,AMT,Maharashtra,Maharashtra City 1,Export,187,886381,176
22-07-2026,Ertiga,UV,Petrol,Automatic,Maharashtra,Maharashtra City 5,Domestic,113,1172201,76
06-Jul-26,Celerio,Compact,Petrol,AMT,Rajasthan,Rajasthan City 4,Domestic,134,617593,105
27-07-2026,Grand Vitara,UV,Hybrid,AMT,Telangana,Telangana City 2,OEM,58,1426177,47
07-07-2026,brezza,UV,Petrol,Manual,Rajasthan,Rajasthan City 3,Domestic,178,1006309,110
12-Jul-26,eeco,Van,Petrol,Automatic,Gujarat,Gujarat City 2,Export,136,599205,111
28-07-2026,S-Presso,Mini,Petrol,Automatic,Uttar Pradesh,Uttar Pradesh City 2,Export,35,503840,32
04-07-2026,Swift,Compact,CNG,AMT,Telangana,Telangana City 1,Domestic,218,862112,161
14-07-2026,Eeco,Van,petrol,,Telangana,Telangana City 4,Domestic,109,637711,79
11-07-2026,Dzire,Compact,Petrol,AMT,Maharashtra,Maharashtra City 4,Domestic,174,739142,158
28-07-2026,Celerio,Compact,CNG,AMT,Maharashtra,Maharashtra City 3,OEM,161,598498,133
25-07-2026,Swift,Compact,CNG,Manual,Maharashtra,Maharashtra City 5,Domestic,104,840080,87
29-07-2026,Eeco,Van,CNG,Manual,Bihar,Bihar City 3,Export,113,586227,67
01-07-2026,Ertiga,UV,CNG,Manual,Telangana,Telangana City 5,OEM,187,1199118,152
04-07-2026,Baleno,Compact,petrol,AMT,West Bengal,West Bengal City 1,Domestic,187,903185,164
25-07-2026,Dzire,Compact,cng,Automatic,West Bengal,West Bengal City 4,Domestic,181,916660,152
07-07-2026,Ertiga,UV,CNG,Manual,Punjab,Punjab City 2,OEM,99,932267,78
01-07-2026,Eeco,Van,Petrol,Manual,Telangana,Telangana City 5,Domestic,17,637211,11
19-07-2026,Ertiga,UV,cng,AMT,West Bengal,West Bengal City 5,Domestic,200,942625,150
29-Jul-26,dzire,Compact,CNG,Automatic,Maharashtra,Maharashtra City 4,Export,76,706415,68
18-07-2026, Fronx  ,UV,Petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 2,Domestic,133,799570,79
20-07-2026,Baleno,Compact,CNG,Automatic,Maharashtra,Maharashtra City 4,Domestic,92,909122,57
03-Jul-26,wagon r,Compact,CNG,AMT,Kerala,Kerala City 2,Domestic,162,665273,100
07-07-2026,Swift,Compact,petrol,AMT,Madhya Pradesh,Madhya Pradesh City 5,Domestic,34,,19
04-07-2026,Swift,Compact,Petrol,AMT,Haryana,Haryana City 4,Domestic,26,871846,20
02-07-2026,Alto,Mini,CNG,Automatic,Gujarat,Gujarat City 2,Domestic,20,546402,13
19-07-2026,S-Presso,Mini,CNG,Manual,Delhi,Delhi City 1,Domestic,190,595877,180
09-07-2026, Swift  ,Compact,CNG,AMT,Tamil Nadu,Tamil Nadu City 4,OEM,89,654161,81
25-07-2026,Dzire,Compact,Petrol,Automatic,Kerala,Kerala City 1,OEM,12,893400,9
12-07-2026,Swift,Compact,CNG,Manual,Tamil Nadu,Tamil Nadu City 1,Domestic,179,891539,149
29-07-2026,Victoris,UV,Petrol,Manual,Tamil Nadu,Tamil Nadu City 4,Domestic,76,1646746,57
09-Jul-26,Fronx,UV,Petrol,,Punjab,Punjab City 3,Domestic,178,804240,168
28-07-2026,Baleno,Compact,CNG,AMT,Gujarat,Gujarat City 1,Export,,924625,102
03-07-2026,fronx,UV,petrol,,Tamil Nadu,Tamil Nadu City 4,Domestic,68,986440,41
08-07-2026,S-Presso,Mini,CNG,Manual,Rajasthan,Rajasthan City 1,Domestic,138,512060,127
28-07-2026,Victoris,UV,petrol,Manual,Maharashtra,Maharashtra City 4,Domestic,82,1690405,65
26-Jul-26,Grand Vitara,UV,Petrol,AMT,Delhi,Delhi City 4,Domestic,163,1779310,96
26-07-2026,Swift,Compact,petrol,Automatic,Madhya Pradesh,Madhya Pradesh City 3,Domestic,112,776195,94
19-07-2026,Brezza,UV,petrol,Manual,West Bengal,West Bengal City 3,OEM,92,1145202,64
07-07-2026,Grand Vitara,UV,Petrol,Manual,Rajasthan,Rajasthan City 2,Export,126,1858531,104
26-07-2026,Alto,Mini,CNG,Manual,Andhra Pradesh,Andhra Pradesh City 1,Export,62,480364,45
12-Jul-26,Alto,Mini,PETROL,AMT,Maharashtra,Maharashtra City 5,Domestic,41,496172,29
11-07-2026,Brezza,UV,Petrol,Manual,Tamil Nadu,Tamil Nadu City 1,Domestic,220,1114505,201
12-07-2026,Grand Vitara,UV,Petrol,Automatic,Telangana,Telangana City 5,Domestic,187,1198553,111
20-07-2026,Fronx,UV,Petrol,Automatic,Gujarat,Gujarat City 2,Domestic,68,835846,54
03-07-2026,Wagon R,Compact,CNG,Automatic,Telangana,Telangana City 5,Domestic,132,716024,97
21-07-2026,Alto,Mini,Petrol,Manual,Andhra Pradesh,Andhra Pradesh City 2,Domestic,65,523782,41
12-07-2026,Swift,Compact,PETROL,AMT,Madhya Pradesh,Madhya Pradesh City 5,Domestic,114,768266,84
10-07-2026,Brezza,UV,Petrol,AMT,Andhra Pradesh,Andhra Pradesh City 2,Domestic,35,914814,24
05-07-2026,Eeco,Van,CNG,Manual,Telangana,Telangana City 3,Domestic,215,565433,185
08-Jul-26,Swift,Compact,petrol,AMT,Tamil Nadu,Tamil Nadu City 5,OEM,206,794864,175
04-07-2026,Swift,Compact,CNG,AMT,Telangana,Telangana City 1,Domestic,218,862112,161
15-07-2026,Alto,Mini,CNG,Automatic,Karnataka,Karnataka City 1,OEM,98,482596,66
06-07-2026,s-presso,Mini,Petrol,Automatic,Bihar,Bihar City 2,Domestic,35,599336,22
16-07-2026,eeco,Van,Petrol,Manual,West Bengal,West Bengal City 1,Domestic,80,522631,54
05-07-2026,Grand Vitara,UV,Hybrid,Manual,Bihar,Bihar City 1,Domestic,147,1515415,87
08-07-2026,Dzire,Compact,CNG,AMT,Karnataka,Karnataka City 2,Domestic,26,909484,20
19-07-2026,Ertiga,UV,cng,AMT,West Bengal,West Bengal City 5,Domestic,200,942625,150
25-07-2026,brezza,UV,petrol,Automatic,Tamil Nadu,Tamil Nadu City 2,Domestic,203,994721,175
23-07-2026,Ertiga,UV,CNG,Manual,Uttar Pradesh,Uttar Pradesh City 5,Domestic,208,985620,138
06-07-2026,s-presso,Mini,Petrol,Automatic,Bihar,Bihar City 2,Domestic,35,599336,22
09-07-2026, Dzire  ,Compact,Petrol,Automatic,West Bengal,West Bengal City 5,Domestic,56,757520,49
30-07-2026,Grand Vitara,UV,Petrol,Automatic,Rajasthan,Rajasthan City 1,Domestic,215,1163659,187
